PC1,PC2,PC3
-14151.831966316735,1004.8586857985179,-11.799018803275693
-1984.4503539074503,-1452.324534855314,-36.27758390730459
35059.51871154968,168.0322327451804,37.08313219229654
-57345.80869771216,-1896.5490717442303,2.255958126593157
-29295.427505956643,-170.1158272352668,-24.206109470977985
30625.252383783227,1273.590929603472,14.254733143670585
54263.87347661116,-797.7558887154769,-34.389675614211306
4407.276435898297,854.1353101775744,-21.16713903972982
7064.853140273626,1501.9113355274394,-0.7605767849652167
-48176.587024762775,2235.091529256356,4.88236406024884
-3950.12226899268,-1281.4291381946855,-24.30834365686846
7127.631319659122,-474.80789257762217,58.9516518543357
-30593.10165113079,-1655.1127082285548,36.477794008548365
-27106.898872158876,2532.015554643315,9.853204955331357
-13062.041585881117,2186.0071844293434,8.82318651087892
-59502.333661122495,318.3961886975999,25.44921381526398
-20239.266649828336,1771.8337003061406,-34.79087948218313
-34623.50258374752,189.46387504470567,-3.435624109910833
-19536.400064514128,680.819810876807,-39.75455257907048
-46545.610028034534,-1949.0532383376853,-10.710461920469704
53658.3233787014,1237.534553541513,16.863419214774616
15052.534656133183,-1841.0245008226566,-12.072091950593524
26173.591977730903,1628.5534545112869,45.555342972117366
40482.23654718722,1389.150152975677,49.25801637295232
2686.9934701717575,1075.3388845424652,32.83184782782062
-50815.41022447815,-2207.494598569911,15.441321072005657
7710.576749128988,-955.5770961576548,47.019864765475496
14175.789523967629,-1164.2087940261458,-24.503548616256367
34794.22301981991,-708.2868250385945,32.27967412569968
-5998.997613139261,-2012.1039133749177,-28.277738907201453
-45523.44389066413,2280.276050703421,35.29331927847283
-25220.658009427214,340.37055190489446,-33.44765013755449
-14912.537011413602,-912.5907045861043,50.61672262537174
21856.597978696984,-506.67952977244045,55.77776954929511
12088.888854111108,-242.760973527053,-51.17382728173159
-15818.64236612273,561.0559416225105,8.069370829866365
66135.1124237639,24.81558428763219,27.732997044783396
16641.664483030414,2107.2747009373143,-11.295742871312491
-31272.426620706137,65.14546118604903,42.91576915059435
-48876.778927434796,2560.2615065676373,-6.470256205358368
-42237.786406195184,1848.929089881346,0.7665959902260013
-30139.38327356887,-1375.843122571445,-3.967564801236229
-41220.353716458296,2242.5459630465857,-26.734600697740227
-37860.792205795755,-1825.0815877478965,6.977081630511954
-25047.348308180983,1655.7624907637892,-20.07823621184955
-39574.13155681232,-504.0502754351892,7.232611915054882
54470.12102757566,1848.7311982852398,15.049501458520474
-51678.9626863015,1944.8768462772869,11.64375147462166
6076.654167023167,1555.5707665031223,22.40031098926365
-8758.335339661397,1496.6458080575608,47.84858436056221
65595.90177302109,-1027.309081858972,-8.984605257271909
-47549.68532177039,-1988.6146723824145,44.97519908673038
-10391.341590071956,-432.5602044383231,9.540884312717417
63916.941426005505,-1679.4461147936981,15.504975012370998
50405.296994247066,940.9991367452603,41.563907556374836
44106.35152343914,-791.1272673393892,-9.58266857140314
-28581.267617286656,2449.819549825512,-43.637008282606295
-39895.5276419621,795.5689962360311,37.532918457841696
24813.88346799827,1612.4847932517232,9.999802181557065
58704.39219417889,-1876.9483393502148,16.333233781756668
10269.726720961291,1829.750729718644,51.1740504224126
12200.611654291293,2130.147999541865,-34.49932596050901
-25714.696595692585,8.066084889995182,17.130621336486307
37922.8548951601,515.5007145386398,-15.251213613271062
-37794.38316793525,1410.6121296701658,9.141065525433667
-20035.823374210282,-1557.7364865243653,-4.928001614973766
-6805.155414783701,59.504724621138394,42.435764452477365
3876.731803377261,-473.6904771004283,-50.18826196202384
-30601.046748203335,-1685.2443432208179,3.687735974764344
-47183.99072500664,-558.9322778158555,-0.15508957314103355
17265.713179129787,-2141.1345923980202,35.802027382306484
-24593.170842029802,-2295.0831909678795,39.20094080401095
13446.535846372208,-1801.6151256142525,-14.268857192629994
-42041.55670735269,2406.0038704826293,-10.500600169241544
436.6341063353757,283.8782124329464,-29.147782269513087
7127.890762334064,2352.0630661735086,35.01832138347715
-55375.267490126076,-223.54118822524742,-38.94902595159401
-18354.632781916393,-876.551518239005,-45.43581198655163
-44637.923269494764,129.2676105945602,34.61250401262186
-53873.53738017857,-190.6152478531635,-43.16547335479261
66580.1494893071,-2021.7177198216116,56.13033374920543
-20204.93486018129,767.8037219241637,23.181096674073622
43169.77608466428,-1438.8335522561724,25.713929068415247
-29007.787041222662,673.859817507569,-27.80888260869378
26484.43418798331,750.5148777217678,-26.02816616968793
36715.287054080065,-1749.435803510732,19.089176118126154
15318.101821227407,-2172.5254166996856,28.601915093224413
-805.0882358038798,1439.442134494645,6.8253120291355245
-8572.869540961037,-151.49791522450687,-20.36290960672718
-16762.05338721518,-2144.3958292118973,32.57257758591003
58730.20587466686,2426.135587896917,8.864855282724669
45865.53580018562,-2232.290233983747,-2.245962983032854
63342.856839054584,923.6605782989386,29.36655889852269
-45949.9230015066,2513.9877104449133,36.468283421988126
32899.03742081272,-1309.2923223372622,0.47071622402658164
59869.83113473593,-1829.9938525340192,-19.18927489847517
-38554.17464053079,-1799.0692103207966,-13.378179644884682
-53468.70236441192,-870.9514163433141,-40.83549872903353
34230.99929302069,-2000.3795976487295,9.2526593345682
12570.889885420358,978.9878000697709,-14.36462332474737
47322.777780503835,-2211.7503498239107,-35.2587537571082
-43941.40329079741,144.64996544370842,-18.280274230450452
41276.19310293389,2459.1857852597923,-47.98262896441825
-35898.183788878305,1653.345821289468,47.9705883702563
-40835.81558015952,668.3267612956793,38.233300916246996
-40758.657204851814,-873.5245273851551,-21.53478687455489
43783.60544765876,595.4897303654416,29.794520020420073
24363.883995906333,138.81703036959016,-10.291782034340741
5886.076012683538,-339.62418038198825,-37.90102344362364
-15466.473096330796,-1784.1938982607057,-31.756372774603058
51926.75052255043,1895.2375175707039,-8.61735282813465
-11094.38824933645,-197.94138885701068,40.14475057518343
44043.87709762086,-1546.9095161880716,16.471540661245776
-5025.285620296621,-615.6368787079525,-21.83564353428423
-13109.718629760784,-373.21929568598625,-50.56439124165652
-1961.3039284184924,1674.4760357624527,3.9821733743784407
-22931.17558903311,1234.5674579659235,-9.4850290684832
35079.10926400313,1333.0395148761063,-15.424822913242501
3238.3783103528986,-2407.034860048015,-5.658949724906087
-31924.81177380719,-337.226660857408,40.07507176372702
54832.59747528838,-130.9541202152218,42.10641535480085
-12209.339092590555,-2345.153062880241,-22.87121033315291
8548.304846743966,-1172.939986463467,18.47527149967498
55731.18321696602,1259.7489265439463,-3.477578602296859
19036.517223794086,-1799.5938877951191,2.3356420767590933
-46914.89012432822,277.9388735602761,-13.40884836623831
60064.251098542416,-1466.2046818734843,10.334506098513423
19486.773086180765,-2423.9024511767,28.43956994090474
-18575.941612732633,-1228.591356958717,-4.685324701911824
-44003.2499540502,2472.3192948619226,-5.5401596171366165
41113.3836970219,1485.5883634522875,8.433130623534147
18500.669201909986,2305.1993040202196,-49.17386975002105
7237.935405192402,-33.181720697750734,34.874473098505014
54091.39637004468,-1984.3385263609848,-17.493762878532884
40406.00824292797,221.2394266538222,-4.4213348461718525
-42394.45535994619,-132.14081184878432,-1.3955170131258896
-21585.672356744166,1785.3532192988505,20.973126634698907
-29811.055510481492,-1927.362726875883,-44.32610407788512
34600.98799350861,-68.8279772233468,14.681234509616367
-57755.04250451324,-1629.7289437531576,-39.73307298475073
11972.531881026385,-853.9833806693507,2.6839346069009054
37009.30332215506,1170.9521971789445,24.43483951826841
51867.403294986696,-153.51213191504348,26.80238035266496
-17642.12460388195,-557.7321754435657,7.640106106316502
44650.767287999915,-550.5034045251277,-8.1839471665254
-47730.02739969449,-99.52894585699278,-23.7983886078241
47928.78571464188,1393.8290229999343,37.85926836457593
-45535.666973052364,2056.339266944281,-10.201823607919827
-10461.440119001432,2323.7581378218338,-19.3567001361042
41538.40335455288,1412.001412649778,-24.284664551284763
-42623.876318281706,-825.3408596269635,-47.69912234883874
-32307.916315502058,1020.4483113020801,1.4749941623024725
31780.454143907613,-317.61044494241014,-22.396420011013994
31491.124645225093,-1230.0994447664516,9.305606813217857
21239.586923195748,1709.1519453076357,-19.733955794658726
28098.188474624374,-2304.481819378157,-40.54501175985734
8445.00119775423,2030.576557007279,6.138547952351637
-29378.27903120384,-114.60973831500905,-37.61579586855571
-17170.482283030564,745.4840907973157,-40.40289512970011
-38503.08608261178,885.3584037819728,11.630133713377354
55989.304760308994,1932.1403734853666,-43.261702935838656
13729.941636968433,700.4689864020288,13.102140309909949
-10000.446361830851,619.545472689013,-51.184942361549396
-2054.1284790396166,-2122.2986078181466,-40.6956060901679
61034.98718471546,45.41527047340787,3.1785469199450915
-42178.59220528655,-1650.459053392865,-18.93503452572631
14099.572619548562,1202.7380401122405,-53.07251961362699
3653.6887037048145,93.30965077098062,-10.459635567571162
17378.34771868492,912.8552958682517,-16.06435349846209
-59760.67651758955,-2167.659889406902,45.757947146344655
51261.29849760368,-2104.896172275754,-30.561257234564117
59064.886984914396,1035.7281907728343,10.731320044071786
11352.45780714466,-2113.528462635658,19.518605409859383
28449.724707315865,-2141.1175372506377,-0.6409703477552355
57809.6066119505,-2476.5340232473245,45.77474723917779
29832.20293591234,2274.324619238153,-33.64662867113881
-42280.17631333738,1280.5615092116768,60.69804858443519
12804.55110401586,-712.5440050997056,-56.34328371996507
16759.629625579284,-1000.9272172045967,18.17751755591764
-6975.954221014501,-703.0652311036017,8.832707207473412
33627.6788104556,1361.7394518603073,2.248641056907502
59356.84202440627,761.1658866620996,16.953227842294645
58209.77791917199,-1613.3956843999558,30.754515945372
-3505.030223942682,-1584.0876625033675,-50.55438292354156
-47393.680916086116,-1901.6211344496007,-15.769097304285651
65918.47604693018,746.7824310364922,-0.7052453198175286
46946.59806262859,1292.1634257771902,29.1766337228238
-45907.33357025085,-1072.0744839548465,47.17201554485067
57594.19193055868,-2432.155731428138,37.28589766065982
50971.70213654512,-2117.5441290016174,38.483247118584536
5340.228109660326,2364.6535706339355,22.230245180906813
14752.472609040342,-1003.6242942495048,-18.911874604489803
-10239.716276459381,1394.7935670691304,-26.585721092271903
-54991.996565400186,734.8677344221132,8.901621861061138
-18537.064359166106,-526.3823099143217,-3.286849472897586
42256.9744774789,-1489.320642877129,-51.444875774603794
-61512.28920673205,-1767.5591494885537,-24.02718672004611
-18756.220234703105,637.036786010593,56.65993585924429
-10348.096626286584,1421.9501165911365,-13.140152360937783
7750.485031988646,744.830717481113,11.005487919725788
57469.46551572773,109.6894287490718,-13.060544460775311
-17090.06003598561,-2224.8889060669076,-38.736888270008436
-17004.780359830394,2398.465824192963,-2.9743265079444683
33765.255758693645,1481.5902837114,-7.687162630598152
-3325.0038388212997,-991.9133316609987,-41.90117560366636
-32909.97308010119,2477.578202482019,24.971945191960266
-3294.081243274588,550.247116567507,1.2697838999280293
-43799.89738703594,508.7308790063853,18.81538476002769
-39179.87417012915,1329.0293066167837,52.098188046828575
2678.020631009422,1589.4279222555006,-9.384000110211183
-7650.531108552896,828.6855756306686,19.496241953551937
56815.45009189969,-1896.4766322410587,-13.49427854155956
-15001.804235588032,-749.0996446600864,43.533833523481015
13367.486432241858,2155.107641485187,-46.62156405903263
20080.53692518828,-1364.4028574868207,-2.5754174182360146
-60410.45559020316,-517.6619776099658,2.0846282245004844
24147.451106270382,-334.7370028376772,-21.39138898390111
-38967.624176291196,-211.5409150754508,-18.140485991602795
62827.9363355524,514.7091386042425,21.12906811445101
-42782.689975290385,2307.044879558828,29.68996339849368
-8212.550926866286,-1245.333258392139,-20.115905340647984
-51019.003838117096,-1781.3674519700696,9.517999909195503
67479.59943651129,-1564.8823598041572,-16.901715430232713
3176.077964559998,1963.8051239045117,35.72493362219364
15289.11864564284,743.8870087875412,-46.00220651248614
-53393.3914904992,-957.688385084721,53.004860776657004
35385.071976983396,1565.3464759809726,-18.467235496448126
-34821.68388500681,1888.3641569386664,-16.34626694589403
54637.457277382986,1691.4661560068266,-34.32349330118545
-35440.864424019426,2176.4022902246543,-37.78017349633777
-37324.17800887269,-1147.71610732902,16.76083490469596
-57358.66459666776,1388.7439252094487,-6.021629293395208
-743.4823911776184,-158.5558305025006,28.121826089275878
11319.759223361325,1728.3264403720232,-54.741137777767776
-53568.181150799945,1251.025427361366,-7.554434566803884
38708.52529057213,1363.7155738176739,-0.42450325383942555
-3183.29815600875,820.9155491963561,-57.122865366798266
6056.599299827547,-1580.593507891233,-29.63395680665876
-4812.448998077845,268.6247608803046,-2.667161456632172
-10009.393618392656,2469.591023471574,7.046894003867287
10644.310093189837,2205.2785357837874,-26.170232202790864
-41933.77611145623,-2184.662279962456,13.720625237913048
-38463.521466106635,-1582.4336621570355,27.451627854591372
49917.6423710064,-1868.8854945639291,-57.266024085892006
60884.5834545634,1081.3869810270076,-15.180550547219852
-13579.518684641298,1641.789670013255,59.06028259736306
-26917.044785814986,-1355.3383730452592,-9.097103365809637
21608.041184063462,36.917487174483995,30.146139762031474
-8974.135524740806,1749.7512150310467,-18.987101795515713
-58810.0404874459,1279.7472985904983,13.341231764080085
-41811.751997934254,305.49482512825034,41.58523692188448
30965.061540414477,445.66077089755663,-0.7695346078333145
23548.231583123532,46.754912416331535,44.05907521334857
-58590.77132472418,-892.5313208448147,-37.326150010878024
-33255.06278605851,407.4034205799071,-39.95287495725202
-32070.86855121819,1023.8727258585473,11.09170584103611
25236.673333369312,1865.5759280342609,22.498287436957277
-59548.56240109955,799.1426418418646,-14.1624807351075
-48575.96892982265,1406.9838046171944,-32.43378387492835
41874.8023641575,-1716.3906009568686,-37.24580242904786
-38901.33884387183,-101.13699541698998,-24.8066069185871
22741.694580466778,-2442.283039635481,37.14428044147272
-31149.860758424787,-1183.994243348083,-12.911926735868946
-49182.94330355839,1234.8904861448577,5.7379301372455345
-30496.137677183942,2533.321778416038,-15.719042270051013
31780.00627241624,-2006.4085160123104,-56.15443118452681
49127.90289551235,-521.6786101931643,-35.568438890786
45818.67733225222,1471.8223432656746,-3.7409142277156633
-10480.074176866969,-1425.1293259345139,45.958603754395945
24739.505851934766,278.2513197989938,25.087231260393942
-35462.33458818725,1249.049495505647,-32.08569856240922
-24001.89451177491,649.0550734696053,33.386508910755445
54409.55299626535,-1594.082673956479,14.842206624490238
-60422.60004581131,-601.3646379377533,32.25326690132196
-50993.818475973385,1523.4519139464,3.7100326371408485
-35086.299818929445,356.063740680886,-23.35002945446295
-58666.06342223592,-2351.103138911265,-28.43609511518362
-38523.487887776886,1392.4770545280371,-57.92248379191633
13680.288100286009,-2300.2451729566737,-13.322523757321441
-7325.038366933775,1273.5915385236763,-17.44011901029492
53933.31586339028,-1521.2723382848021,-4.453347449289964
44158.83945985914,2262.558418617331,33.47173622491196
-17676.55187359207,-597.3322565124538,8.5213433734529
-28388.03259478684,-787.3457813192776,-35.582413039588374
-12754.296864763877,-1697.144728466235,56.93418267859288
14625.083312538918,-952.7697118993697,28.61814440472994
-27261.036891098403,1954.2288874242686,9.260941541440083
19030.824549187222,2487.933146519599,33.26780239790141
-8889.294591600614,-607.6458965016516,-12.681011014369474
9653.856489251077,-232.30881255586428,42.55325089082677
-5413.947931008253,1152.9294606411318,-23.471161723894184
-23828.701218266644,1997.1284961581905,-32.51856805633928
61187.59209851024,417.6078489562242,-41.58245619347048
37156.056056237896,-554.9615275694634,-29.77077157199975
-43897.76579312424,-338.4431971029703,-13.522610377953441
50790.21137108671,943.7836265717497,0.7196172893208086
1250.7356889313378,-2443.284060953696,26.315550842529127
54180.64096492092,559.7362484041978,-14.91657841640103
41868.23645399591,-741.2628515342058,-46.32871274321014
-6832.1424094897375,1514.8022626363172,46.8794530455877
-59193.641281506236,-1912.3662492498975,33.48173559151203
-27183.23036193833,514.7410462680086,-30.81137624287979
8300.390455120694,-68.94628006090306,32.71541217748781
20241.203788532046,719.7805643025285,-18.659227931051177
-28589.474596867178,-2094.789396342014,2.1290643033771346
-43995.03737156853,496.83514705364496,37.53722919919006
46429.3886863988,280.4323486067051,-20.85025680488652
65860.71837376192,249.64876584675358,-4.777611708553977
6228.508971729709,545.2453527080279,40.485631717967884
-39792.36227339895,972.5020277062431,4.311618713917788
-26709.85257403583,1595.8332107942074,-59.48191377262225
-59722.65144605824,-1029.3217174813562,-38.80731233315056
56749.095632180804,1581.4708899235989,-41.16267855601426
-46804.24390847499,92.8620790974901,0.016416632716122592
12832.31413872588,-2090.748619850229,3.201703278930907
-26487.74156225709,-2129.126138786648,-13.149866159151976
9930.081787837014,-803.4343371334542,25.076175808904047
22574.66058464913,1428.0370363501115,6.159028529585704
45755.89369817842,1010.854845196196,-27.30892464666905
-35275.14491960762,1525.9829948128963,12.69815749362899
-60682.28295614681,206.7925173829799,2.8882693150629066
-44317.1572082882,-200.25647353781096,-30.706012575919786
54888.03694565213,-1797.1974661081886,-6.603440931270939
51492.56605737141,-890.6126152978582,46.05807909755733
15551.317033885614,-313.2256865058919,2.572561292976431
15952.44216240893,-2037.4426722998317,5.223936632641674
24340.91169592853,-1390.1897222889136,-2.0436731588942365
-39312.94624919497,581.443968546495,-27.325584823113182
56763.193087175576,1135.3946501540472,-30.216114974433655
-7668.328952079566,2534.6080003474653,-27.328710913145585
-12300.935563928186,2215.4728298952696,-11.350148943818994
5348.351706479953,741.3968153265737,-35.12472716658858
-56006.8280686747,-278.74671470472276,39.42808229849495
-40494.10610952392,772.4217324527949,33.37863059016306
33834.376303075114,1416.3383611142435,30.482272445140772
-51350.654087364375,-1796.7018382292863,30.81201167316795
16297.22144465617,-434.5850789806027,-19.161971248559723
-30214.175035893255,1774.434297336682,23.88865616147188
-11504.275203258672,-526.5589189934103,-20.67481361682959
-24581.21779536178,429.7856635739945,60.325487487555584
-15873.844499763421,497.09136354531756,26.145998061950117
31361.858186417652,-1580.1128445878549,38.30202404697477
-23487.01439403885,-617.8355194723165,39.65482279213605
11519.539820746635,-804.2342000943775,21.709706459534083
-228.61243758437922,-2326.6135409064223,-9.194656035881074
24162.051505254625,-2370.098249909169,-2.268635306535195
59678.16175796845,1610.640278032634,15.131109771465866
33120.86532078184,-1140.4841900295921,-24.34205819472202
-34169.51255821986,174.44355938844274,7.508317773418888
-58059.43163592418,-887.3326908559527,38.90185331010844
-28014.550861458723,2274.774036187956,-23.377360056152796
15246.55010587677,-1184.6677049907873,39.999294987915185
-55426.991364006724,-237.5686563092545,48.92719980022621
2418.2441953220405,1893.9814042109901,51.338489030181314
15479.981397160489,1722.3618099495347,37.713539454605105
-18662.345832265273,-1503.3839531948302,15.76640505176524
38108.7093683624,1495.2213487092845,26.28688974057797
-48254.38533491995,-105.07589910300157,26.574196209080476
-52344.07256178545,24.12216525658232,-49.4004899200997
32550.079897011936,-1836.2630450294973,-10.004546886463672
2299.080085082911,-2058.5862446717892,13.931118856803018
27381.927926479475,1137.1645445248041,-29.494726250677694
-5584.383956736798,27.377568059159785,19.599887835568587
-30080.057309499374,-236.48457141875497,10.774422943449743
44372.91161497019,1121.677660636944,-35.77114071122594
41813.92635827963,1304.8423505758778,-6.037845030473896
28196.262125166802,-1703.393603456213,19.762730357081104
-26732.269533383762,624.0365157212359,-11.86731362549913
14615.557524002448,-1802.3525196602245,-61.77976975508808
-15183.579585210726,1312.5295027950156,-42.0755364981606
-50205.128689344085,889.4431667220674,-5.704226134393608
57141.92054646139,2237.463100823272,40.04787656242747
-44328.407382467005,-2052.738503390399,-24.87872736823868
61415.84753072748,-2257.246705977136,7.807302260479069
-4132.6589815768675,-1043.8577016456902,-10.755621182141049
-38046.23428846861,-1099.5533760050419,-13.96929394591524
8333.465493027674,-1236.6491418005617,31.15043710070217
51373.776707605604,1994.049986462598,-2.138975664642331
33075.5696400929,-1257.8561403522235,-42.499743033778785
42739.428429423075,-1159.2898109238567,-11.848337181038147
23531.671462559956,1299.4045472913767,-48.25318216459649
27883.663813244028,-251.71658029488617,0.56988667394684
48285.36661887776,1351.8732415464315,13.738027422148328
-29658.0280810056,-2090.7922847366885,-28.815461989057315
1513.238357278824,-26.76202128470686,-8.3132417034074
-33357.854951393536,-2244.124739427936,4.650105216926669
66281.8662902278,-2235.95478234483,47.72465943290363
60618.521645460394,1982.3497902453728,59.29987807584475
-56988.84948666278,-1684.6683187042552,-59.87100838600395
29613.050828431937,158.49368582560237,8.872289776646674
58169.700570367364,-486.156499547659,-33.089438293970304
-38638.13374311063,-671.3846394935827,-3.355156311409715
11723.687871384347,2016.4614968258184,37.30687482230345
56898.235688017914,-2426.8510738058185,28.707947985893547
-57697.76457988065,933.8775905816901,58.471288496948596
28555.86519686824,2310.4775052936675,-14.393173708568256
-23456.116152348834,369.7948782464864,3.75141200692142
58062.525977000565,2137.401208152125,17.228035529706936
64122.52743999328,-2284.9174864797706,-39.830666854584
60642.11203142136,-451.08496971097816,3.2107802797798044
-465.71147384784126,-1158.8522678700283,-22.72396538815262
49955.16177825522,1120.5580131911206,4.057583644396779
47682.754212581436,2373.543143475319,-34.21908560134764
-20630.507721705544,-1149.2503624691312,-15.484849303568332
45648.10745728895,744.0659644450757,37.36557204486872
-57302.93952673541,-1390.5701288801529,-41.0863195966965
15403.598143775773,342.2078679661595,3.7642377614632707
-32210.988417132226,-98.41849485437706,-17.601129984014946
-46434.948696803796,2456.342180194545,-53.199939344801095
-52107.21162890578,650.3780526813107,-46.359367102537966
28404.565281964475,-752.6412600068068,-45.4828855325041
-17930.79529440871,-1863.7363503756612,22.71462959447394
32105.341670298338,-1746.9780124599934,-13.357836069473862
-53617.42081425129,-1259.7512138171808,30.132947631451025
-21125.859024808815,-1176.3469852672958,10.078052113049317
8024.341795829794,1775.9021383176987,1.6399959441245358
40682.47603651851,286.99274270188107,-10.170635795652316
-20673.91365267302,182.43436272776535,4.558641176368205
19251.30705176697,-1911.3887114398344,14.340318213944634
53067.601936475694,1761.6338815928302,-4.032277779271297
17951.80435717621,1124.527381367839,-14.825559924454723
-31830.116942408844,-2076.2771961599465,50.24318199951703
-58938.33617505268,1155.332502136986,43.21540122339368
51001.18909442908,184.59896795884106,15.285965322114059
-59349.70363190143,-1968.4079657899551,0.830283441309561
51598.96404264614,-241.50747629925263,42.93502600249405
6649.797421907046,-48.13667553304367,0.6472662983962252
59964.53578270844,-1712.7103822107924,11.678707984581727
41732.912125863484,2204.119719727084,-14.977840690680964
67621.85068149175,1690.8919090196991,-5.114633333066372
-16518.20955190387,903.416679803107,-42.372347170133196
37622.26470587122,-202.44128386795455,-11.838801094725248
-9861.492370857333,-389.4026378477554,28.84357250650502
272.9430303113477,790.3398223307231,-14.76072327167541
19464.080543490913,237.34525212103426,-24.34893184143158
51463.0591093071,-2217.5666601544362,-45.236009654544354
65818.95973040114,9.408686038482301,27.696048229152858
37765.68631853603,1514.5093046679076,8.645957055080594
-7802.507164175098,-155.37631103453396,-17.031719306667398
-7338.569044628777,-2188.3054908958343,44.03565936613057
33775.7113720053,1419.516019383977,26.377826313090573
-31072.906914903586,-1410.193289577335,-8.458187344905888
-47751.88855217798,-1101.6619231932532,4.6255306874004205
-16013.31861765818,-1613.76827333747,30.16216268844652
-24771.987788952785,-775.8792747616028,12.298024130845569
-23590.08451245798,1350.9041523685046,-30.259228097596626
-31742.745109757125,177.64237032214305,20.291235310654592
-56641.77182681441,-1357.561895402795,15.007473808622926
-59785.66578301694,2004.7551059952802,-4.599083165082611
